text,label
"😍😍😘😘
",0
"🙌🏼🙌🏼
",0
"555งื้ออ
",0
"Only 299
",0
"กรี๊ดดดด
",0
"กินๆๆๆๆๆ
",0
"กินจุ้งง
",0
"กินนี่มะ
",0
"กินป่าวๆ
",0
"กินเลยๆๆ
",0
"กินไหม ?
",0
"ขวดสวยๆๆ
",0
"ขอบคุณคะ
",0
"ขอบคุณนะ
",0
"ข่ะ 😁😁
",0
"คือดีอ่ะ
",0
"แค่15บาท
",0
"งื้ออออิ
",0
"จ. ชุมพร
",0
"จะกินๆๆๆ
",0
"จะกินนนน
",0
"จะดีเราะ
",0
"จัดๆ ค่ะ
",0
"จัดๆ ปาย
",0
"จัดๆๆๆดิ
",0
"จัดๆๆเรย
",0
"จัดๆไ555
",0
"จัดดดดดด
",0
"จัดทีดุ้
",0
"จัดปาย..
",0
"จัดปายยย
",0
"จัดป้าวว
",0
"จัดไป!!!
",0
"จัดไปค่ะ
",0
"จัดไปค้ะ
",0
"จัดไปจ้ะ
",0
"จัดไปยยย
",0
"จัดมาเลย
",0
"จัดเลย😘
",0
"จัดเล้ยย
",0
"เจ้สู้ๆๆ
",0
"ชอบๆครับ
",0
"ใช้ได้จะ
",0
"ด้วยๆๆๆๆ
",0
"ดีคับพี่
",0
"ดีนะครับ
",0
"ดีมากค่ะ
",0
"เดะไปกัน
",0
"แดกจ้าาา
",0
"โดนแท้ละ
",0
"ได้ๆๆค่ะ
",0
"ต้องจัดๆ
",0
"ต้องจัดด
",0
"ต้องบูชิ
",0
"ต้องไปตำ
",0
"ต้องลองๆ
",0
"ต้องลองง
",0
"ตามดันๆๆ
",0
"ติมอร่อย
",0
"ถือว่าดี
",0
"ทักมาค่ะ
",0
"น้องว้อน
",0
"นัดมา555
",0
"นัดวันที
",0
"นัดวันมา
",0
"น่ากินนน
",0
"น่ากินนะ
",0
"น่ากินอะ
",0
"น่าโดนนน
",0
"น่ารักดี
",0
"น่าสนๆ^^
",0
"น่าสนใจจ
",0
"น่าสนมาก
",0
"น่าอร่อย
",0
"น้ำลายหก
",0
"นี่ไง!!!
",0
"บัวไปกัน
",0
"ปะกัลลลฃ
",0
"ปะกินกัน
",0
"ปะกินอีก
",0
"ป่ะคุณสา
",0
"ปะจัดเลย
",0
"ปะตัวเอง
",0
"ป่ะไปกัน
",0
"ป้ะไปเลย
",0
"ปะวันไหน
",0
"ปะเวสเกต
",0
"ไปๆๆๆกัน
",0
"ไปๆไปกิน
",0
"ไปกัน555
",0
"ไปกิงกัง
",0
"ไปกินกัน
",0
"ไปกินกัล
",0
"ไปกินป่ะ
",0
"ไปกินม่ะ
",0
"ไปกี่โมง
",0
"ไปจัดค่า
",0
"ไปจัดดดด
",0
"ไปจัดไหม
",0
"ไปด้วยดิ
",0
"ไปด้วยนะ
",0
"ไปปปปปปป
",0
"ไปป่ะล่ะ
",0
"ไปป่ะสาส
",0
"ไปป่าวละ
",0
"ไปลองไหม
",0
"ไปเลยไม๊
",0
"ไปวันนี้
",0
"ไปสิ 555
",0
"ไปสิรอไร
",0
"พนไปเลยย
",0
"พรุ่งนี้
",0
"พาไปแหน่
",0
"พี่มีนคะ
",0
"พี่ยีนขา
",0
"เพลินค้ะ
",0
"ฟินเวอร์
",0
"มานี่ๆๆๆ
",0
"ม่ายๆๆๆๆ
",0
"มาเร็ววว
",0
"มาใหม่ๆๆ
",0
"มึงงง555
",0
"มึงงงงงง
",0
"มึงนัดมา
",0
"มึงมาาาา
",0
"มื้อได??
",0
"ไม่อินคะ
",0
"เย้ๆๆ 😘
",0
"ลุยๆ😚😚
",0
"เลี้ยงกู
",0
"เลี้ยงบ่
",0
"แล้วค่าา
",0
"วันเสาร์
",0
"วันใหนดี
",0
"วันไหน ๆ
",0
"วันไหนดี
",0
"วันไหนนน
",0
"ว้าวๆๆๆๆ
",0
"ว้าววววว
",0
"ศุกร์ไหม
",0
"สนใจจจจจ
",0
"สนใจอยุ่
",0
"สักวันมะ
",0
"สีนี้เลย
",0
"สีสวยจัง
",0
"สุ้ๆๆคับ
",0
"สุ้ๆคับๆ
",0
"สุดเลยยย
",0
"สู้ๆ 555
",0
"สู่ๆครับ
",0
"สู้ครับๆ
",0
"สู้คับผม
",0
"เสานี้นะ
",0
"หยักกิงง
",0
"หลังสอบบ
",0
"หิวๆๆๆๆๆ
",0
"หิวจุง😂
",0
"หิวนะ555
",0
"หิวมากกก
",0
"หิวเรย55
",0
"หิวเลยยย
",0
"หิวววว🤣
",0
"หูยยยยยย
",0
"หู้ววววว
",0
"แหล่มเลย
",0
"อดสะมั้ง
",0
"อยาก .-.
",0
"อยาก😳😋
",0
"อยากๆๆๆๆ
",0
"อยากกกกก
",0
"อยากกกิง
",0
"อยากกกิน
",0
"อยากกิงๆ
",0
"อยากกิงง
",0
"อยากกินๆ
",0
"อยากกินน
",0
"อยากไปนะ
",0
"อยากอ่าา
",0
"อย่างถูก
",0
"อร่อยๆๆๆ
",0
"อร่อยค่ะ
",0
"อร่อยจุง
",0
"อร่อยป่ะ
",0
"อร่อยมาก
",0
"อร่อยยยย
",0
"อร่อยอ่ะ
",0
"อ้วนจ๋าา
",0
"อันไหนดี
",0
"อาทิตนี้
",0
"อิอิ 555
",0
"อู๊ดเถอะ
",0
"เอ็มเคไง
",0
"เออ55555
",0
"เอาดีๆๆๆ
",0
"โอ้ววววว
",0
"ฮืออออออ
",0
"2ชุดจบเลย
",0
"555 ว่ายุ
",0
"55555 เย้
",0
"Fcนาวาร่า
",0
"ก็ดีนะ555
",0
"ก้อยากกิน
",0
"กินกันไหม
",0
"กินที่ไหน
",0
"กินอันนี้
",0
"ของชอบใคร
",0
"ขอบคุณค่ะ
",0
"ขอบคุณจ้า
",0
"ขอโปรโดนๆ
",0
"ไข่ม้วน😆
",0
"ค่ดน่ากิน
",0
"เคค รอแปป
",0
"จะทำไรอ่ะ
",0
"จัดๆอยากๆ
",0
"จัดค่าาาา
",0
"จัดดดดดไป
",0
"จัดด่วนๆๆ
",0
"จัดบ่ครับ
",0
"จัดปายยยย
",0
"จัดม้ายยย
",0
"จัดเลยค่ะ
",0
"จัดสิรอไร
",0
"จ้าคุณแม่
",0
"จาไปกินนน
",0
"จ้าแม่นาง
",0
"เจอกันค่ะ
",0
"ฉลองงงกัน
",0
"ใช่ค่ะ ^^
",0
"ซ้ำยังทัน
",0
"ดีคับพี่ๆ
",0
"ได้😃😃😄
",0
"ได้ๆๆๆเยย
",0
"ได้เวลา55
",0
"ได้เวลาละ
",0
"ต้นเดือนๆ
",0
"ต้มยำ!!!!
",0
"ต้มยำน้าา
",0
"ต้องจัดดด
",0
"ต้องไปจัด
",0
"ต้องไปลอง
",0
"น่ากิงค่ะ
",0
"น่ากินค่ะ
",0
"น่ากินจุง
",0
"น่ากินมาก
",0
"น่ากินอ่ะ
",0
"น่ารักจัง
",0
"น่าลอง พน
",0
"น่าลองน๊า
",0
"น่าสนใจจจ
",0
"น่าสนเนอะ
",0
"น่าสนยุนะ
",0
"นำเข้าค่ะ
",0
"น้ำลายไหล
",0
"นี่ก็แซ่บ
",0
"ป่ะ เด็กๆ
",0
"ปะๆวันไหน
",0
"ป่ะบิ๊กซี
",0
"ปะปัยกัน.
",0
"ป่ะลองกัน
",0
"ป่ะแสงโสม
",0
"เป็นตาแซบ
",0
"ไปๆๆๆอิอิ
",0
"ไปๆๆไปลาว
",0
"ไปกันมั้ย
",0
"ไปกินนนนน
",0
"ไปกินเนาะ
",0
"ไปค่าาาาา
",0
"ไปเถอะดอม
",0
"ไปปปปปปปป
",0
"ไปป่ะหล่ะ
",0
"ไปไหมมมมม
",0
"ผ่อนี่ดุ้
",0
"ฝันดีจ้าา
",0
"พน มั้ย😍
",0
"พน. เลยยย
",0
"พร้อมครับ
",0
"พร้อมเสมอ
",0
"พาไปหน่อย
",0
"มาได้แล้ว
",0
"มาต้ะ 555
",0
"มารับด้วย
",0
"มีเงินหรอ
",0
"มีแอบดู😂
",0
"มึงงงงงงง
",0
"ไม่ยั่วนะ
",0
"ยอดเยี่ยม
",0
"เยนนี้ไหม
",0
"รักก้อนนะ
",0
"รีดีสุดละ
",0
"รีบกลับมา
",0
"ลองดูมั้ย
",0
"แลดูอร่อย
",0
"วันไหนจ้ะ
",0
"วันไหนดีๆ
",0
"วันไหนนนน
",0
"วันไหนพูด
",0
"วันไหนยาย
",0
"วันไหนล่ะ
",0
"ว่าไงงงงง
",0
"สนใขป่าวว
",0
"สวยงามจีๆ
",0
"สักแก้วมะ
",0
"สักวันม้ะ
",0
"สาธุ...🙏
",0
"สิ้นเดือน
",0
"สุ้ๆพี่ยศ
",0
"สุขใจ คับ
",0
"สู้ๆ ครับ
",0
"สู้ๆคะพี่
",0
"สู้ๆนะคับ
",0
"สู้ๆนะเจ้
",0
"สู้ครับผม
",0
"หิวเลยอ่ะ
",0
"หิววววเลย
",0
"หิวหรอจ่ะ
",0
"อยากกกกกก
",0
"อยากกิน🐷
",0
"อยากกิน💕
",0
"อยากกินๆๆ
",0
"อยากกินคะ
",0
"อยากกินงะ
",0
"อยากกินนน
",0
"อยากกินอะ
",0
"อยากแดก55
",0
"อยากแดกกก
",0
"อยากไปกิน
",0
"อยากไปจ่ะ
",0
"อยากมาววว
",0
"อยากเอมเค
",0
"อร่อยยยยย
",0
"อาทิตมั้ย
",0
"อุ้ย55555
",0
"เอ็มเค๊😮
",0
"🤔🤔🤔🤔🤔
",0
"😋😋😋😋😋
",0
"😍😍😍😍😍
",0
"😘😘😘😘😘
",0
"🙌🙌🙌🙌🙌
",0
"29 ค่าา 😂
",0
"299ต้องจัด
",0
"499กำลังดี
",0
"Hยินดีครับ
",0
"กราบเพื่อน
",0
"กลับปีใหม่
",0
"กินกันเถอะ
",0
"กินกันไหม๊
",0
"กินดิๆๆๆๆๆ
",0
"กินนนนนนนน
",0
"กินมั้ยเทอ
",0
"ขอบคุณนะคะ
",0
"แข่งที่2คะ
",0
"คร๊าบบ☺️☺️
",0
"ค่อยว่ากัน
",0
"คืนนี้มั๊ย
",0
"เค หาวันไป
",0
"เค้กน่าลอง
",0
"จะกินนๆ555
",0
"จัดๆๆชุด 3
",0
"จัดดดดไปปป
",0
"จัดดิ รอไร
",0
"จัดไป 🙄❤️
",0
"จัดมะๆ 555
",0
"จัดมั้ยเอง
",0
"จัดสิ รอไร
",0
"จัดหน่อยมะ
",0
"จัดอีกไหม?
",0
"ใจไม่ดีเลย
",0
"ชอบๆ จัดไป
",0
"ชอบเป็นงี้
",0
"ด้วยคนครับ
",0
"ดีมากๆๆเลย
",0
"ต้องการรรร
",0
"ต้องจัดค่ะ
",0
"ต้องจัดเลย
",0
"ต้องลอง555
",0
"ตังงงอะตัว
",0
"ตามนั้นนนน
",0
"ถ้าหายดีนะ
",0
"แถวบ้านเลย
",0
"เธออออออออ
",0
"น่ากิน 555
",0
"น่ากินเนอะ
",0
"น่ากินเนาะ
",0
"น่ากินมากๆ
",0
"น่าโดน5555
",0
"น่าไปลองอะ
",0
"น่าสนๆ😊😊
",0
"นี่โปรใหมา
",0
"นี่เลย 555
",0
"บริโอ้ สวย
",0
"บ่รุ55555.
",0
"บุปเฟ่มาละ
",0
"ป่ะ กินกัน
",0
"ป่ะๆ 99บาท
",0
"ป่ะๆ หิวละ
",0
"ป่าวเล๊ยยย
",0
"ไปๆๆวันไหน
",0
"ไปๆสนุกกัน
",0
"ไปๆอยากกิน
",0
"ไปกัลลลลลล
",0
"ไปกิน(สิ่)
",0
"ไปกินกานนน
",0
"ไปค่ะ 5555
",0
"ไปค่าา ลุย
",0
"ไปดิ..รอไร
",0
"ไปนะไปปปปป
",0
"ไปป่ะ อยาก
",0
"ไปสิรออะไร
",0
"ไปใหม่ๆ555
",0
"พากุไปมั้ง
",0
"พาไปหน่อยย
",0
"พุ่งนี้ไหม
",0
"พูดแล้วหิว
",0
"มันน่าาาา.
",0
"มีความอยาก
",0
"มีด้วยเหรอ
",0
"มื่ออื่นไป
",0
"แม่จ๋าาาาา
",0
"ไม่ไหวแล้ว
",0
"ยั๊กดั๊ยยย
",0
"เย็นนี้เลย
",0
"รอก่อนเด้อ
",0
"รอรัยละเธอ
",0
"รออยู่นะ😍
",0
"รักกกกก ^^
",0
"รีบจัดสิฮะ
",0
"เรากินช้าง
",0
"ลงทีใหนคับ
",0
"เลี้ยงกุไป
",0
"วันนี้ปะๆๆ
",0
"วันไหนก็ดี
",0
"วันไหนดีคะ
",0
"ว้าวววว ^^
",0
"ศ นี้เลยนะ
",0
"สน มาสด้า3
",0
"สนใจMG3ค่ะ
",0
"สักเมามั้ย
",0
"สักวันเถอะ
",0
"สุ้ๆๆนะค่ะ
",0
"สู้ ๆ ครับ
",0
"สู้ๆๆครับบ
",0
"สู้ๆครับผม
",0
"สู้ๆนะครับ
",0
"เสาร์นี้กะ
",0
"เสาร์นี้มา
",0
"หนูจะกินนน
",0
"หมดเกลี้ยง
",0
"ห้ามเบี้ยว
",0
"หิว 😞😞😞
",0
"หิวใช่มั้ย
",0
"หิวเป็ดจุง
",0
"หิวแล้วววว
",0
"อยากกิน MK
",0
"อยากกินๆๆๆ
",0
"อยากกินค่ะ
",0
"อยากกินง่ะ
",0
"อยากกินจัง
",0
"อยากกินจ้า
",0
"อยากกินจุง
",0
"อยากกินเด้
",0
"อยากกินนนน
",0
"อยากกินมาก
",0
"อยากกินว่ะ
",0
"อยากกินอ่ะ
",0
"อยากกินอ่า
",0
"อยากกินอีก
",0
"อยากกิล555
",0
"อยากกีซ้าย
",0
"อยากโดน...
",0
"อยากได้ 🤓
",0
"อยากไปด้วย
",0
"อยากไปเนาะ
",0
"อยากไปปปปป
",0
"อยากอิเห้ย
",0
"อยากฮอตพอท
",0
"อยากินลีโอ
",0
"อ๊ะ ไปก็ไป
",0
"อะไรเอ่ยยย
",0
"อิ่มแล้ว55
",0
"เอ็มเคเถอะ
",0
"เออดูอีกที
",0
"โอ้ยยยอยาก
",0
"13อ่ะได้ม่ะ
",0
"4จ่าย3ว่ะ🙊
",0
"5555 จัดไหม
",0
"5555เบาๆๆๆๆ
",0
"69เอง ได้ยุ
",0
"Fc. นาวาร่า
",0
"good idea !
",0
"กลางวันนนี้
",0
"กินๆๆเอ็มเค
",0
"กินกะหนูไงง
",0
"กินเก่งน้าา
",0
"กินค่ะ 🙋🏻
",0
"กุหืวข้าววว
",0
"ขอบคุณค่ะ ☺
",0
"ขอบคุณค่ะ💕
",0
"ขอบคุณคับ😍
",0
"คร๊อกฟี๊ๆๆๆ
",0
"ครั้งแรกค่ะ
",0
"คิดถึงก้อน!
",0
"เคร เจอกันน
",0
"เค้าชอบ MG3
",0
"เค้าให้ลา??
",0
"จะกิน MK 😆
",0
"จะกิน มิโสะ
",0
"จะกินๆ 5555
",0
"จะกินก้อนนน
",0
"จะกินชุดนี้
",0
"จะกินหรอจ๊ะ
",0
"จะเลี้ยงหรา
",0
"จัดๆ2ทุ่มบ่
",0
"จัดไปๆ ^__^
",0
"จัดไปสิคะ..
",0
"จัดสิคะรอไร
",0
"จัดไหมมมมมม
",0
"จำกัดเวลาปะ
",0
"ช่วงนี้จน55
",0
"ชวนแม่ไปกิน
",0
"ใช่เลย 5555
",0
"ซักวันเน้อะ
",0
"ดีงามยกเซ็ต
",0
"ดีใจจจจจ ^^
",0
"ดีแม็กมาแรง
",0
"ดีเหมือนกัน
",0
"ได้ค่าาา ^^
",0
"ต้องไปโดนละ
",0
"ท้องร้องเลย
",0
"ทิดหน้าเถอะ
",0
"ที่ย้ากก 😋
",0
"แท็กให้ยอมม
",0
"เธออะเลี้ยง
",0
"น้องจากินนน
",0
"น้องหงษ์ทอง
",0
"น้องอยากกิน
",0
"น่ากินจิมๆๆ
",0
"น่ากินนนอ่ะ
",0
"น่ากินเอนิๆ
",0
"นายเลี้ยง55
",0
"น่ารักง่าาา
",0
"น่ารักจัง55
",0
"น่าสนใจ🤣🤣
",0
"นี่เลยเหมาะ
",0
"ป่ะ ไปกันนะ
",0
"ป้ะ เย็นนี้
",0
"ปะ อาทิตนี้
",0
"ป่ะๆ กินๆๆๆ
",0
"ปะกินกานนนน
",0
"ป๊ะชอบสีไหน
",0
"ป่ะไปกินกัน
",0
"ปีใหม่แจกัล
",0
"เปิดแล้วจ้า
",0
"ไปๆ จริงจัง
",0
"ไปๆ ใด้เฮงๆ
",0
"ไปๆ555 😮👀
",0
"ไปๆวันไหนดี
",0
"ไปกินกานนนน
",0
"ไปกินเถอะะะ
",0
"ไปค่ะ พี่ !
",0
"ไปค่ะ😬😁😋
",0
"ไปง้าบบบ 💓
",0
"ไปจ้าไปจ้าา
",0
"ไปเดวเลี้ยง
",0
"ไปตำกันคะ😆
",0
"ไปปป4555555
",0
"ไปป่าว อิอิ
",0
"ไปวันนี้เลย
",0
"ไปวันไหนดรี
",0
"ไปไหมวันนี้
",0
"ผมกินแสงโสม
",0
"พน.ไงอ้วนนน
",0
"พนไปกินกันน
",0
"พรุ่งนี้บุก
",0
"พรุ่งนี้ม่ะ
",0
"พาไปหน่อยจิ
",0
"พาไปหน่อยพน
",0
"พี่โบว์ๆๆๆๆ
",0
"มอดดดชีสสสส
",0
"มึงอะเลี้ยง
",0
"เมื่อไหร่ดี
",0
"ไม่ชวนนนนนน
",0
"รอด้วย 😁😁
",0
"รักกกกกก ^^
",0
"รับไปไหน555
",0
"ราคาน่าสน😁
",0
"เร็วๆนี้ค่ะ
",0
"ลองเบิ่งป่ะ
",0
"เลี้ยงนะ555
",0
"วันจันจัดไป
",0
"วันที่1มั้ย
",0
"วันนี้ปะ555
",0
"วันนี้มั้ยย
",0
"วันนี้ยังไง
",0
"วันนี่เลยปะ
",0
"วันหยุดเนอะ
",0
"วันไหนจ้ะะะ
",0
"วันไหนจัดมา
",0
"วันไหนดีคับ
",0
"วันไหนดีน้า
",0
"วันไหนปีน่า
",0
"วันไหนว่ามา
",0
"วันอาทิตเลย
",0
"วีออสสวยคับ
",0
"สนไหมๆ 5555
",0
"สระเเก้วค่ะ
",0
"สู้ๆๆๆๆๆๆๆๆ
",0
"สู้ๆๆครับผม
",0
"สู้ๆครับป๋า
",0
"สู้ๆครับพี่
",0
"สู้ๆคะ💪💪✊
",0
"สู้โว้ยยยยย
",0
"เสาร์นึ้555
",0
"หยักกิน5555
",0
"หาแต่แนวกิน
",0
"หิวๆอยากกิน
",0
"หิวบาบีก้อน
",0
"หิวหราาาาาา
",0
"หิวอห....😣
",0
"อยากกกกกๆๆๆ
",0
"อยากกกกกกกก
",0
"อยากกกกกกิน
",0
"อยากกกกินนน
",0
"อยากกิงวุ้ย
",0
"อยากกิน 399
",0
"อยากกิน😂😂
",0
"อยากกินๆๆๆๆ
",0
"อยากกิน5555
",0
"อยากกินช้าง
",0
"อยากกินชิมิ
",0
"อยากกินนนนน
",0
"อยากกินเป็ด
",0
"อยากกินมากก
",0
"อยากกินลีโอ
",0
"อยากกินแล้ว
",0
"อยากกินหลาว
",0
"อยากกินอ่ะ.
",0
"อยากกีนนนนน
",0
"อยากจิลองมะ
",0
"อยากแดกโว้ย
",0
"อยากเป็ดดดด
",0
"อร่อยมากค่ะ
",0
"อ้าว ไปกันๆ
",0
"เอาไปด้วยไง
",0
"โอ้ย อยากกก
",0
